#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,999
1,11,18,16,9,13,0,0,0,0,0,0,0,0,0,0,0,0&0&0
2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3408&6&50|4013&3&25|3101&6&35|3001&6&15
4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
11,12,17,15,13,19,0,0,0,0,0,0,0,0,0,0,0,0&0&0
12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3415&6&50|4005&3&25|4085&3&25|3008&6&15|3208&6&15
14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
21,7,6,18,7,15,0,0,0,0,0,0,0,0,0,0,0,0&0&0
22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3108&6&50|4045&3&25|4065&3&25|3201&6&35
24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
25,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
31,16,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0&0&0
32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3422&6&50|4021&3&25|4053&3&25|3208&6&35
34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
35,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
41,17,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0&0&0
42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3401&6&50|4009&3&25|4057&3&25|3308&6&15
44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
45,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
51,10,11,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0&0&0
52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3301&6&50|4236&6&50|4093&3&25|3208&6&15
54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
55,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
61,6,7,3,10,3,8,0,0,0,0,0,0,0,0,0,0,0&0&0
62,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3401&6&15|3408&6&15|3415&6&15|3422&6&15
64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
65,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
71,18,14,5,14,4,12,0,0,0,0,0,0,0,0,0,0,0&0&0
72,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3422&6&35
74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
75,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
81,20,16,10,16,6,20,0,0,0,0,0,0,0,0,0,0,0&0&0
82,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3401&6&35
84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
85,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
91,15,13,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0&0&0
92,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3308&6&50|4025&3&25|4089&3&25|3001&6&15
94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
95,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
101,14,19,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0&0&0
102,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3001&6&50|4001&3&25|3008&6&35|3308&6&15
104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
105,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
111,13,20,9,17,18,0,0,0,0,0,0,0,0,0,0,0,0&0&0
112,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3008&6&50|4049&3&25|4073&3&25|3001&6&35|3301&6&15
114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
115,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
121,19,15,11,15,5,16,0,0,0,0,0,0,0,0,0,0,0&0&0
122,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3408&6&35
124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
125,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
131,8,10,4,11,7,0,0,0,0,0,0,0,0,0,0,0,0&0&0
132,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3415&6&35
134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
135,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
141,0,12,13,8,8,0,0,0,0,0,0,0,0,0,0,0,0&0&0
142,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4037&3&25|4081&3&25|4061&3&25|3101&6&15|3008&6&15
144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
145,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
151,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0
152,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4201&6&50|4041&3&25|3301&6&15|3101&6&15
154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
155,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
161,0,9,8,6,0,8,0,0,0,0,0,0,0,0,0,0,0&0&0
162,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4208&6&50
164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
165,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
171,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0
172,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3201&6&50|4222&6&50|3108&6&35
174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
175,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
181,0,4,17,5,9,0,0,0,0,0,0,0,0,0,0,0,0&0&0
182,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4229&6&50|4029&3&25|4069&3&25|3308&6&35|3108&6&15
184,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
185,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
191,0,0,19,4,10,0,0,0,0,0,0,0,0,0,0,0,0&0&0
192,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3101&6&50|4033&3&25|4077&3&25|3201&6&15|3108&6&15
194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
195,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
201,9,5,14,19,20,0,0,0,0,0,0,0,0,0,0,0,0&0&0
202,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0&0&0
203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3208&6&50|4215&6&50|4017&3&25|3301&6&35|3201&6&15
204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0&0&0
205,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0&0&0
206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0&0&0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0&0&0
