#,1,2,1001,101,801,802,803,804,805,806,807,808,809,810,815,816,817,819,811,820,821,812,818,813,1002,1003,201,301,401,501,502,601,602,701,711,712,713,721,731,741,751
0,0,1,无,0,0,0,9,9,0,0,0&0&0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0&0,0,0,0|0|0|0|0|0|0,0,10,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,0
1,5,1,村民,0,0,0,9,9,0,0,0&0&0,,,0,0,0,0,0,-100,0,0,0,0,0,0,0,1,0,0,0,0&0,0&0,0,0,-50|-50|-50|-50|-50|-50|-50,0,10,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,0
99,1,9,太吾传人,0,0,0,9,9,0,0,0&0&0,,,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0&0,0&0,0,0,-50|-50|-50|-50|-50|-50|-50,0,10,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,0
2,0,1,逆世,0,0,0,9,9,0,0,0&0&0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0&0,0,0,0|0|0|0|0|0|0,0,10,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,73601
3,0,2,魔头,0,0,0,9,9,0,0,0&0&0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0&0,0,0,0|0|0|0|0|0|0,0,10,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,73601
4,0,3,邪孽,0,0,0,9,9,0,0,0&0&0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0&0,0,0,0|0|0|0|0|0|0,0,10,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,73601
5,0,4,狂煞,0,0,0,9,9,0,0,0&0&0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0&0,0,0,0|0|0|0|0|0|0,0,10,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,73601
6,0,5,极恶,0,0,0,9,9,0,0,0&0&0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0&0,0,0,0|0|0|0|0|0|0,0,10,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,73601
7,0,6,穷凶,0,0,0,9,9,0,0,0&0&0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0&0,0,0,0|0|0|0|0|0|0,0,10,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,73601
8,0,7,奸险,0,0,0,9,9,0,0,0&0&0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0&0,0,0,0|0|0|0|0|0|0,0,10,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0,73601
